City,Date,AQI,PM2.5,PM10,NO2,SO2,CO
Delhi,2023-05-26,247,88,207,35,25,1
Delhi,2023-05-27,192,235,307,83,12,0
Delhi,2023-05-28,218,267,130,92,44,1
Delhi,2023-05-29,211,258,99,99,18,0
Delhi,2023-05-30,249,156,305,33,36,3
Delhi,2023-05-31,225,100,233,32,19,4
Delhi,2023-06-01,188,273,349,53,17,0
Delhi,2023-06-02,174,296,172,29,20,4
Delhi,2023-06-03,176,203,271,91,44,3
Delhi,2023-06-04,186,205,283,94,46,1
Delhi,2023-06-05,184,117,226,48,23,1
Delhi,2023-06-06,181,52,363,44,29,1
Delhi,2023-06-07,175,282,252,77,35,3
Delhi,2023-06-08,197,218,339,51,39,3
Delhi,2023-06-09,223,51,397,44,14,4
Delhi,2023-06-10,200,82,160,83,45,1
Delhi,2023-06-11,192,221,385,93,7,1
Delhi,2023-06-12,207,133,380,94,31,2
Delhi,2023-06-13,221,143,85,64,26,1
Delhi,2023-06-14,179,68,301,63,46,4
Delhi,2023-06-15,188,251,294,60,43,2
Delhi,2023-06-16,196,91,236,32,22,2
Delhi,2023-06-17,191,137,305,50,48,4
Delhi,2023-06-18,174,238,137,26,42,2
Delhi,2023-06-19,210,215,294,36,32,2
Delhi,2023-06-20,170,271,83,38,23,2
Delhi,2023-06-21,213,243,249,74,21,3
Delhi,2023-06-22,182,232,257,73,44,2
Delhi,2023-06-23,214,68,384,28,42,1
Delhi,2023-06-24,184,289,152,47,49,3
Delhi,2023-06-25,207,81,253,49,48,1
Delhi,2023-06-26,185,89,231,82,35,4
Delhi,2023-06-27,189,280,399,39,12,2
Delhi,2023-06-28,206,69,277,61,30,2
Delhi,2023-06-29,207,82,307,46,37,1
Delhi,2023-06-30,195,67,340,70,18,2
Delhi,2023-07-01,221,142,301,81,36,1
Delhi,2023-07-02,226,105,165,30,42,4
Delhi,2023-07-03,206,288,338,50,19,3
Delhi,2023-07-04,191,277,124,53,37,2
Delhi,2023-07-05,176,168,104,80,35,2
Delhi,2023-07-06,181,240,336,51,23,1
Delhi,2023-07-07,206,199,337,28,40,3
Delhi,2023-07-08,172,216,141,77,6,0
Delhi,2023-07-09,194,55,82,90,45,2
Delhi,2023-07-10,177,276,366,30,15,4
Delhi,2023-07-11,200,115,247,21,45,2
Delhi,2023-07-12,214,74,102,71,17,3
Delhi,2023-07-13,216,294,111,97,41,3
Delhi,2023-07-14,204,159,173,97,41,4
Delhi,2023-07-15,188,266,316,21,5,2
Delhi,2023-07-16,194,114,206,79,40,4
Delhi,2023-07-17,206,175,370,47,37,3
Delhi,2023-07-18,176,164,156,25,11,0
Delhi,2023-07-19,180,103,378,83,5,4
Delhi,2023-07-20,226,256,139,36,26,0
Delhi,2023-07-21,183,223,270,26,49,4
Delhi,2023-07-22,180,114,130,88,33,3
Delhi,2023-07-23,225,135,245,97,25,4
Delhi,2023-07-24,223,166,257,64,30,1
Delhi,2023-07-25,177,186,318,72,14,2
Delhi,2023-07-26,174,228,154,29,44,2
Delhi,2023-07-27,198,107,115,88,17,1
Delhi,2023-07-28,211,219,146,97,45,1
Delhi,2023-07-29,203,295,141,51,42,4
Delhi,2023-07-30,229,296,396,72,8,1
Delhi,2023-07-31,225,98,154,86,40,2
Delhi,2023-08-01,212,274,150,51,22,4
Delhi,2023-08-02,203,60,262,42,7,3
Delhi,2023-08-03,210,289,165,65,9,3
Delhi,2023-08-04,171,108,390,76,34,2
Delhi,2023-08-05,194,158,306,63,16,0
Delhi,2023-08-06,214,150,274,82,43,0
Delhi,2023-08-07,207,177,320,71,22,0
Delhi,2023-08-08,181,279,317,37,44,3
Delhi,2023-08-09,227,274,335,52,41,4
Delhi,2023-08-10,179,260,342,62,42,2
Delhi,2023-08-11,229,242,300,93,46,2
Delhi,2023-08-12,183,216,283,83,12,3
Delhi,2023-08-13,183,279,210,55,24,3
Delhi,2023-08-14,180,109,291,25,43,2
Delhi,2023-08-15,185,110,322,35,5,0
Delhi,2023-08-16,188,240,238,56,35,1
Delhi,2023-08-17,192,259,262,30,19,4
Delhi,2023-08-18,185,231,397,94,16,3
Delhi,2023-08-19,181,125,220,91,25,0
Delhi,2023-08-20,205,281,185,79,16,4
Delhi,2023-08-21,223,221,197,57,8,2
Delhi,2023-08-22,198,194,363,26,8,1
Delhi,2023-08-23,181,183,97,59,21,4
Delhi,2023-08-24,182,110,205,27,49,4
Delhi,2023-08-25,202,179,199,24,33,1
Delhi,2023-08-26,191,164,193,26,16,2
Delhi,2023-08-27,194,239,328,89,23,2
Delhi,2023-08-28,206,250,100,36,5,2
Delhi,2023-08-29,210,88,238,32,23,2
Delhi,2023-08-30,170,206,363,84,14,4
Delhi,2023-08-31,209,56,374,78,47,1
Delhi,2023-09-01,191,122,159,32,37,0
Delhi,2023-09-02,191,65,340,48,16,2
Delhi,2023-09-03,224,284,195,98,49,2
Delhi,2023-09-04,220,96,137,60,25,1
Delhi,2023-09-05,203,282,300,97,25,3
Delhi,2023-09-06,224,52,377,32,47,2
Delhi,2023-09-07,243,106,133,49,42,4
Delhi,2023-09-08,218,150,311,54,13,3
Delhi,2023-09-09,205,78,163,34,9,1
Delhi,2023-09-10,223,164,192,75,28,2
Delhi,2023-09-11,238,299,354,23,13,4
Delhi,2023-09-12,210,242,123,61,25,4
Delhi,2023-09-13,193,263,237,59,40,3
Delhi,2023-09-14,209,280,388,62,8,1
Delhi,2023-09-15,191,271,290,37,46,1
Delhi,2023-09-16,228,130,142,23,39,4
Delhi,2023-09-17,227,193,131,99,46,1
Delhi,2023-09-18,235,225,314,60,17,1
Delhi,2023-09-19,237,283,97,50,46,4
Delhi,2023-09-20,248,282,250,64,25,0
Delhi,2023-09-21,207,193,114,65,28,1
Delhi,2023-09-22,190,289,352,24,46,4
Delhi,2023-09-23,196,199,114,58,38,4
Delhi,2023-09-24,197,175,316,75,12,3
Delhi,2023-09-25,210,256,80,42,35,1
Delhi,2023-09-26,198,221,383,24,41,4
Delhi,2023-09-27,195,123,277,54,26,4
Delhi,2023-09-28,236,62,195,28,48,3
Delhi,2023-09-29,243,216,181,74,34,0
Delhi,2023-09-30,232,145,354,61,47,0
Delhi,2023-10-01,240,173,217,91,34,4
Delhi,2023-10-02,222,85,314,59,27,0
Delhi,2023-10-03,205,279,132,43,24,3
Delhi,2023-10-04,246,191,214,74,8,4
Delhi,2023-10-05,228,180,142,80,30,0
Delhi,2023-10-06,237,242,373,63,49,2
Delhi,2023-10-07,204,272,151,72,5,2
Delhi,2023-10-08,204,50,396,83,22,4
Delhi,2023-10-09,224,176,88,85,30,1
Delhi,2023-10-10,226,73,182,60,37,2
Delhi,2023-10-11,197,225,304,97,31,1
Delhi,2023-10-12,215,283,100,85,30,3
Delhi,2023-10-13,214,255,198,30,33,3
Delhi,2023-10-14,216,274,147,62,40,0
Delhi,2023-10-15,193,113,157,79,5,3
Delhi,2023-10-16,207,286,273,83,37,2
Delhi,2023-10-17,239,158,153,20,5,4
Delhi,2023-10-18,227,150,233,39,6,3
Delhi,2023-10-19,192,88,361,53,6,2
Delhi,2023-10-20,198,109,290,34,5,0
Delhi,2023-10-21,248,84,337,73,13,2
Delhi,2023-10-22,190,81,375,48,7,3
Delhi,2023-10-23,192,81,179,74,17,4
Delhi,2023-10-24,231,77,323,35,38,1
Delhi,2023-10-25,215,236,114,43,49,0
Delhi,2023-10-26,209,281,391,74,30,0
Delhi,2023-10-27,223,259,90,40,38,2
Delhi,2023-10-28,230,224,390,94,28,1
Delhi,2023-10-29,206,215,201,45,47,1
Delhi,2023-10-30,209,194,206,76,11,2
Delhi,2023-10-31,243,214,385,72,21,3
Delhi,2023-11-01,299,112,83,21,35,1
Delhi,2023-11-02,249,275,182,89,30,3
Delhi,2023-11-03,284,191,291,61,33,4
Delhi,2023-11-04,255,294,83,37,16,1
Delhi,2023-11-05,266,288,272,21,37,3
Delhi,2023-11-06,281,172,296,51,40,4
Delhi,2023-11-07,286,269,92,61,42,0
Delhi,2023-11-08,276,262,198,76,9,2
Delhi,2023-11-09,240,180,82,38,34,2
Delhi,2023-11-10,280,53,107,34,33,1
Delhi,2023-11-11,252,127,372,59,25,1
Delhi,2023-11-12,299,156,271,64,8,0
Delhi,2023-11-13,272,182,373,97,42,1
Delhi,2023-11-14,285,274,328,56,18,2
Delhi,2023-11-15,255,227,307,68,14,2
Delhi,2023-11-16,271,92,354,38,49,3
Delhi,2023-11-17,251,201,226,43,40,2
Delhi,2023-11-18,296,285,317,84,10,0
Delhi,2023-11-19,254,119,213,52,38,1
Delhi,2023-11-20,282,86,320,73,16,3
Delhi,2023-11-21,244,75,370,49,42,3
Delhi,2023-11-22,261,188,355,57,44,0
Delhi,2023-11-23,244,107,118,75,15,0
Delhi,2023-11-24,253,109,252,41,25,2
Delhi,2023-11-25,284,128,361,24,31,0
Delhi,2023-11-26,255,92,313,46,37,2
Delhi,2023-11-27,252,67,339,69,8,1
Delhi,2023-11-28,268,225,86,54,14,0
Delhi,2023-11-29,294,152,187,60,5,2
Delhi,2023-11-30,272,260,291,98,15,4
Delhi,2023-12-01,248,157,204,69,30,0
Delhi,2023-12-02,257,75,383,99,36,1
Delhi,2023-12-03,294,110,166,64,6,4
Delhi,2023-12-04,289,257,228,91,38,2
Delhi,2023-12-05,264,177,112,67,10,0
Delhi,2023-12-06,285,244,142,60,18,2
Delhi,2023-12-07,254,204,367,98,13,4
Delhi,2023-12-08,288,62,362,80,37,3
Delhi,2023-12-09,267,296,295,37,47,3
Delhi,2023-12-10,242,94,164,52,19,2
Delhi,2023-12-11,268,145,277,23,27,0
Delhi,2023-12-12,279,151,172,46,45,2
Delhi,2023-12-13,241,278,368,96,11,2
Delhi,2023-12-14,254,136,250,34,24,4
Delhi,2023-12-15,261,129,278,83,21,2
Delhi,2023-12-16,272,116,91,21,48,1
Delhi,2023-12-17,257,51,302,24,10,4
Delhi,2023-12-18,276,265,296,71,6,1
Delhi,2023-12-19,258,73,131,49,12,4
Delhi,2023-12-20,293,207,92,57,47,1
Delhi,2023-12-21,254,233,372,95,18,2
Delhi,2023-12-22,253,272,189,86,43,2
Delhi,2023-12-23,284,259,317,43,31,0
Delhi,2023-12-24,299,274,110,83,28,1
Delhi,2023-12-25,262,174,258,51,36,2
Delhi,2023-12-26,271,286,256,39,11,3
Delhi,2023-12-27,273,94,212,83,26,4
Delhi,2023-12-28,265,221,90,55,37,3
Delhi,2023-12-29,278,281,215,98,44,3
Delhi,2023-12-30,291,117,246,57,18,4
Delhi,2023-12-31,268,275,170,43,38,0
Delhi,2024-01-01,287,144,147,70,47,0
Delhi,2024-01-02,240,114,291,76,39,2
Delhi,2024-01-03,250,99,369,43,26,2
Delhi,2024-01-04,252,241,204,94,10,1
Delhi,2024-01-05,264,255,100,38,42,3
Delhi,2024-01-06,282,204,98,50,47,0
Delhi,2024-01-07,252,79,127,90,34,4
Delhi,2024-01-08,268,144,164,89,13,2
Delhi,2024-01-09,245,271,289,35,26,1
Delhi,2024-01-10,283,80,330,34,28,0
Delhi,2024-01-11,295,52,235,64,11,2
Delhi,2024-01-12,296,65,322,44,26,0
Delhi,2024-01-13,273,216,253,24,26,4
Delhi,2024-01-14,292,115,111,33,12,4
Delhi,2024-01-15,261,282,178,30,19,2
Delhi,2024-01-16,279,192,118,68,46,2
Delhi,2024-01-17,264,183,216,40,21,4
Delhi,2024-01-18,245,199,233,46,28,0
Delhi,2024-01-19,297,109,352,20,18,3
Delhi,2024-01-20,257,122,256,73,21,3
Delhi,2024-01-21,252,53,99,61,20,0
Delhi,2024-01-22,253,144,194,69,34,4
Delhi,2024-01-23,288,280,253,20,44,1
Delhi,2024-01-24,253,121,284,81,9,3
Delhi,2024-01-25,270,64,293,98,26,0
Delhi,2024-01-26,286,60,129,49,44,2
Delhi,2024-01-27,252,291,329,64,34,0
Delhi,2024-01-28,288,188,228,93,37,4
Delhi,2024-01-29,286,259,85,56,27,0
Delhi,2024-01-30,247,199,375,86,44,3
Delhi,2024-01-31,292,293,98,47,11,4
Delhi,2024-02-01,197,174,104,72,49,4
Delhi,2024-02-02,204,74,389,57,39,1
Delhi,2024-02-03,235,229,107,36,23,2
Delhi,2024-02-04,201,78,326,99,20,2
Delhi,2024-02-05,215,183,108,32,13,0
Delhi,2024-02-06,244,68,174,83,48,0
Delhi,2024-02-07,249,76,184,65,10,3
Delhi,2024-02-08,191,119,245,76,44,4
Delhi,2024-02-09,209,150,213,94,28,0
Delhi,2024-02-10,222,58,351,61,29,4
Delhi,2024-02-11,237,99,364,29,19,0
Delhi,2024-02-12,246,51,324,59,8,0
Delhi,2024-02-13,216,239,239,76,36,1
Delhi,2024-02-14,236,190,250,72,5,2
Delhi,2024-02-15,198,249,394,84,25,1
Delhi,2024-02-16,234,102,129,99,24,0
Delhi,2024-02-17,191,147,374,84,12,4
Delhi,2024-02-18,198,233,306,96,39,3
Delhi,2024-02-19,191,289,232,28,39,2
Delhi,2024-02-20,195,254,209,82,46,1
Delhi,2024-02-21,198,232,146,27,20,1
Delhi,2024-02-22,233,76,355,27,27,3
Delhi,2024-02-23,226,256,343,35,46,1
Delhi,2024-02-24,241,260,159,56,29,1
Delhi,2024-02-25,219,237,282,93,18,2
Delhi,2024-02-26,200,208,361,91,28,2
Delhi,2024-02-27,219,203,182,32,29,2
Delhi,2024-02-28,227,64,255,55,42,4
Delhi,2024-02-29,227,281,315,75,37,2
Delhi,2024-03-01,213,213,201,39,37,2
Delhi,2024-03-02,215,231,279,36,9,3
Delhi,2024-03-03,204,262,338,34,43,2
Delhi,2024-03-04,190,132,299,90,43,2
Delhi,2024-03-05,228,284,332,68,12,3
Delhi,2024-03-06,217,219,338,97,32,2
Delhi,2024-03-07,238,281,191,26,35,4
Delhi,2024-03-08,220,105,190,88,12,2
Delhi,2024-03-09,198,257,323,54,33,1
Delhi,2024-03-10,195,168,117,32,32,1
Delhi,2024-03-11,247,286,293,78,28,1
Delhi,2024-03-12,237,236,163,40,6,0
Delhi,2024-03-13,197,114,314,84,44,1
Delhi,2024-03-14,229,261,357,74,32,3
Delhi,2024-03-15,228,210,272,28,8,3
Delhi,2024-03-16,209,55,84,24,26,2
Delhi,2024-03-17,194,231,327,41,31,2
Delhi,2024-03-18,240,99,356,62,10,0
Delhi,2024-03-19,201,224,81,95,18,3
Delhi,2024-03-20,205,230,280,37,10,0
Delhi,2024-03-21,246,133,163,73,47,3
Delhi,2024-03-22,240,86,244,26,16,1
Delhi,2024-03-23,236,135,182,94,5,4
Delhi,2024-03-24,207,102,86,78,49,0
Delhi,2024-03-25,221,198,377,68,19,4
Delhi,2024-03-26,228,214,257,92,21,1
Delhi,2024-03-27,240,151,349,28,47,0
Delhi,2024-03-28,219,237,225,42,14,2
Delhi,2024-03-29,212,224,222,27,12,4
Delhi,2024-03-30,223,258,171,81,11,0
Delhi,2024-03-31,205,276,116,77,36,4
Delhi,2024-04-01,226,233,248,67,47,2
Delhi,2024-04-02,230,230,379,60,48,1
Delhi,2024-04-03,208,136,180,64,28,1
Delhi,2024-04-04,235,116,280,30,15,0
Delhi,2024-04-05,207,190,332,40,32,2
Delhi,2024-04-06,232,289,131,37,27,3
Delhi,2024-04-07,219,222,346,24,12,3
Delhi,2024-04-08,216,238,245,68,6,3
Delhi,2024-04-09,195,95,181,85,46,1
Delhi,2024-04-10,226,154,254,85,18,3
Delhi,2024-04-11,239,95,80,92,9,0
Delhi,2024-04-12,197,170,183,28,48,2
Delhi,2024-04-13,238,290,270,22,49,4
Delhi,2024-04-14,215,262,349,34,44,4
Delhi,2024-04-15,222,110,307,49,20,2
Delhi,2024-04-16,192,262,310,82,11,0
Delhi,2024-04-17,248,199,152,40,14,1
Delhi,2024-04-18,220,274,364,28,39,1
Delhi,2024-04-19,213,152,104,52,29,3
Delhi,2024-04-20,235,172,183,78,45,1
Delhi,2024-04-21,227,122,346,62,41,2
Delhi,2024-04-22,235,252,234,52,11,1
Delhi,2024-04-23,218,216,344,99,43,4
Delhi,2024-04-24,222,175,299,67,12,1
Delhi,2024-04-25,239,171,262,34,12,4
Delhi,2024-04-26,213,104,193,87,39,0
Delhi,2024-04-27,204,164,355,23,47,0
Delhi,2024-04-28,195,241,378,46,22,2
Delhi,2024-04-29,218,195,215,78,44,3
Delhi,2024-04-30,240,108,278,70,43,2
Delhi,2024-05-01,248,58,120,85,24,2
Delhi,2024-05-02,206,205,119,72,47,4
Delhi,2024-05-03,244,123,372,97,48,3
Delhi,2024-05-04,219,221,286,80,47,4
Delhi,2024-05-05,239,121,390,61,48,3
Delhi,2024-05-06,215,265,169,38,41,2
Delhi,2024-05-07,236,110,147,37,42,1
Delhi,2024-05-08,207,288,270,31,39,4
Delhi,2024-05-09,209,133,136,50,45,0
Delhi,2024-05-10,212,221,294,93,49,4
Delhi,2024-05-11,247,55,196,70,15,0
Delhi,2024-05-12,211,292,101,87,46,4
Delhi,2024-05-13,190,162,173,24,36,0
Delhi,2024-05-14,225,290,265,94,42,2
Delhi,2024-05-15,194,127,165,59,6,3
Delhi,2024-05-16,224,97,96,40,17,0
Delhi,2024-05-17,227,208,116,99,23,2
Delhi,2024-05-18,232,242,227,31,26,4
Delhi,2024-05-19,217,72,301,69,32,4
Delhi,2024-05-20,239,87,296,87,27,4
Delhi,2024-05-21,218,122,214,69,45,3
Delhi,2024-05-22,211,291,155,97,17,0
Delhi,2024-05-23,223,221,147,64,33,4
Delhi,2024-05-24,243,118,116,87,49,4
Delhi,2024-05-25,235,251,399,98,13,0
Delhi,2024-05-26,240,121,359,86,49,0
Delhi,2024-05-27,226,83,229,46,6,0
Delhi,2024-05-28,197,195,93,36,5,2
Delhi,2024-05-29,237,130,166,65,33,3
Delhi,2024-05-30,204,289,280,61,9,2
Delhi,2024-05-31,236,174,266,58,12,2
Delhi,2024-06-01,219,236,164,75,10,0
Delhi,2024-06-02,197,212,328,31,11,1
Delhi,2024-06-03,182,136,243,24,43,1
Delhi,2024-06-04,202,81,362,26,29,0
Delhi,2024-06-05,200,128,377,47,43,4
Delhi,2024-06-06,215,50,94,78,40,0
Delhi,2024-06-07,178,230,104,28,22,2
Delhi,2024-06-08,188,296,171,32,6,2
Delhi,2024-06-09,220,116,140,39,15,2
Delhi,2024-06-10,172,119,239,57,41,3
Delhi,2024-06-11,193,137,308,29,39,0
Delhi,2024-06-12,181,111,102,66,17,0
Delhi,2024-06-13,171,193,327,24,16,4
Delhi,2024-06-14,180,270,287,89,34,1
Delhi,2024-06-15,188,183,240,73,17,1
Delhi,2024-06-16,207,191,263,94,34,4
Delhi,2024-06-17,223,299,234,78,40,0
Delhi,2024-06-18,218,120,121,49,31,4
Delhi,2024-06-19,224,231,379,26,46,4
Delhi,2024-06-20,220,155,398,86,46,4
Delhi,2024-06-21,184,139,212,20,48,1
Delhi,2024-06-22,212,231,370,77,19,2
Delhi,2024-06-23,194,166,101,90,48,1
Delhi,2024-06-24,217,163,161,69,46,0
Delhi,2024-06-25,173,226,191,23,33,3
Delhi,2024-06-26,193,249,296,33,43,3
Delhi,2024-06-27,224,268,159,82,30,4
Delhi,2024-06-28,216,231,161,57,37,2
Delhi,2024-06-29,217,205,89,49,7,4
Delhi,2024-06-30,208,283,200,78,18,0
Delhi,2024-07-01,221,260,108,97,31,1
Delhi,2024-07-02,182,51,274,80,36,4
Delhi,2024-07-03,190,107,295,72,28,4
Delhi,2024-07-04,187,264,98,45,38,3
Delhi,2024-07-05,229,261,192,78,49,1
Delhi,2024-07-06,228,67,342,26,40,2
Delhi,2024-07-07,198,249,231,66,48,1
Delhi,2024-07-08,194,171,379,75,18,1
Delhi,2024-07-09,227,202,398,38,36,3
Delhi,2024-07-10,181,168,321,88,39,1
Delhi,2024-07-11,209,63,311,50,37,0
Delhi,2024-07-12,191,69,345,71,28,2
Delhi,2024-07-13,223,241,268,54,10,3
Delhi,2024-07-14,202,278,219,25,10,3
Delhi,2024-07-15,206,171,285,86,31,0
Delhi,2024-07-16,194,116,120,27,35,0
Delhi,2024-07-17,192,121,375,44,43,3
Delhi,2024-07-18,225,147,371,40,11,3
Delhi,2024-07-19,196,130,251,59,29,1
Delhi,2024-07-20,206,185,276,26,33,2
Delhi,2024-07-21,220,213,84,71,26,2
Delhi,2024-07-22,201,77,159,31,29,2
Delhi,2024-07-23,229,247,374,31,11,4
Delhi,2024-07-24,225,196,97,39,34,2
Delhi,2024-07-25,213,225,168,74,28,2
Delhi,2024-07-26,223,246,299,33,41,1
Delhi,2024-07-27,179,168,208,69,42,2
Delhi,2024-07-28,218,71,170,51,10,3
Delhi,2024-07-29,173,78,80,41,12,2
Delhi,2024-07-30,195,134,111,31,19,1
Delhi,2024-07-31,218,169,133,25,45,3
Delhi,2024-08-01,197,153,98,79,21,1
Delhi,2024-08-02,212,88,352,49,21,2
Delhi,2024-08-03,197,214,347,83,6,3
Delhi,2024-08-04,199,110,193,93,19,4
Delhi,2024-08-05,221,139,120,26,33,4
Delhi,2024-08-06,208,298,350,46,17,2
Delhi,2024-08-07,192,216,365,88,43,0
Delhi,2024-08-08,208,196,261,45,22,3
Delhi,2024-08-09,197,215,128,71,19,3
Delhi,2024-08-10,209,231,268,51,40,0
Delhi,2024-08-11,210,109,187,41,7,0
Delhi,2024-08-12,189,140,215,33,16,2
Delhi,2024-08-13,179,226,191,79,45,2
Delhi,2024-08-14,213,298,352,27,15,3
Delhi,2024-08-15,172,240,165,85,45,2
Delhi,2024-08-16,211,197,335,39,43,4
Delhi,2024-08-17,228,165,178,41,47,0
Delhi,2024-08-18,186,251,379,45,32,1
Delhi,2024-08-19,170,190,383,86,9,2
Delhi,2024-08-20,202,274,147,41,49,2
Delhi,2024-08-21,229,70,262,72,6,3
Delhi,2024-08-22,201,202,177,92,34,1
Delhi,2024-08-23,203,141,256,82,35,1
Delhi,2024-08-24,217,58,290,68,23,1
Delhi,2024-08-25,227,121,103,75,42,4
Delhi,2024-08-26,214,239,328,59,11,0
Delhi,2024-08-27,212,247,88,48,31,2
Delhi,2024-08-28,192,164,168,65,32,3
Delhi,2024-08-29,211,174,111,53,40,3
Delhi,2024-08-30,195,106,93,56,30,4
Delhi,2024-08-31,179,168,391,61,47,0
Delhi,2024-09-01,235,64,227,66,12,2
Delhi,2024-09-02,249,58,369,81,9,0
Delhi,2024-09-03,242,163,388,75,22,4
Delhi,2024-09-04,238,279,353,42,23,2
Delhi,2024-09-05,201,186,138,89,35,1
Delhi,2024-09-06,226,215,90,40,11,1
Delhi,2024-09-07,190,247,334,97,13,3
Delhi,2024-09-08,208,201,173,88,31,3
Delhi,2024-09-09,207,72,97,66,6,4
Delhi,2024-09-10,243,200,104,33,39,3
Delhi,2024-09-11,208,116,191,82,16,3
Delhi,2024-09-12,223,139,283,20,37,1
Delhi,2024-09-13,234,231,240,66,22,0
Delhi,2024-09-14,240,185,269,24,22,3
Delhi,2024-09-15,247,176,387,92,39,2
Delhi,2024-09-16,233,182,239,59,8,0
Delhi,2024-09-17,212,190,203,77,25,1
Delhi,2024-09-18,209,248,375,22,11,0
Delhi,2024-09-19,198,192,195,92,6,1
Delhi,2024-09-20,190,255,94,90,21,0
Delhi,2024-09-21,203,64,93,83,39,3
Delhi,2024-09-22,202,252,239,78,29,0
Delhi,2024-09-23,239,239,251,90,45,2
Delhi,2024-09-24,244,144,387,34,39,1
Delhi,2024-09-25,207,237,199,69,20,1
Delhi,2024-09-26,191,270,220,63,22,1
Delhi,2024-09-27,235,57,156,88,30,0
Delhi,2024-09-28,247,72,140,81,21,0
Delhi,2024-09-29,196,210,235,26,48,3
Delhi,2024-09-30,228,52,226,97,41,4
Delhi,2024-10-01,240,55,151,65,21,4
Delhi,2024-10-02,190,67,205,32,35,0
Delhi,2024-10-03,210,179,309,85,38,0
Delhi,2024-10-04,217,214,195,90,43,4
Delhi,2024-10-05,215,291,222,21,49,0
Delhi,2024-10-06,211,260,336,70,39,3
Delhi,2024-10-07,241,180,395,62,46,1
Delhi,2024-10-08,193,168,328,65,23,2
Delhi,2024-10-09,235,219,130,62,28,2
Delhi,2024-10-10,226,51,83,57,32,4
Delhi,2024-10-11,194,101,86,72,31,2
Delhi,2024-10-12,233,183,367,29,21,0
Delhi,2024-10-13,212,57,259,85,25,0
Delhi,2024-10-14,216,96,399,31,6,1
Delhi,2024-10-15,227,112,151,81,8,1
Delhi,2024-10-16,248,195,345,66,45,1
Delhi,2024-10-17,239,106,93,63,16,2
Delhi,2024-10-18,193,119,345,44,7,4
Delhi,2024-10-19,193,154,347,41,28,3
Delhi,2024-10-20,220,60,396,78,48,0
Delhi,2024-10-21,193,223,198,24,20,2
Delhi,2024-10-22,237,72,398,32,26,4
Delhi,2024-10-23,194,220,171,42,17,3
Delhi,2024-10-24,237,285,351,57,47,2
Delhi,2024-10-25,202,244,149,29,42,1
Delhi,2024-10-26,239,141,211,50,32,1
Delhi,2024-10-27,235,246,364,41,19,2
Delhi,2024-10-28,228,136,371,97,11,0
Delhi,2024-10-29,238,289,244,70,10,2
Delhi,2024-10-30,242,250,272,39,43,4
Delhi,2024-10-31,234,288,105,55,44,1
Delhi,2024-11-01,272,252,199,74,24,2
Delhi,2024-11-02,266,246,218,95,38,3
Delhi,2024-11-03,290,193,335,76,23,0
Delhi,2024-11-04,250,86,202,85,33,2
Delhi,2024-11-05,274,158,181,91,25,1
Delhi,2024-11-06,273,54,327,55,12,4
Delhi,2024-11-07,284,131,178,91,43,3
Delhi,2024-11-08,249,53,186,57,24,3
Delhi,2024-11-09,281,182,198,54,19,4
Delhi,2024-11-10,265,293,122,78,17,2
Delhi,2024-11-11,249,163,290,86,26,0
Delhi,2024-11-12,269,254,379,23,43,4
Delhi,2024-11-13,254,62,184,22,12,0
Delhi,2024-11-14,244,144,267,40,41,3
Delhi,2024-11-15,290,202,251,86,33,3
Delhi,2024-11-16,245,117,352,40,25,3
Delhi,2024-11-17,273,103,95,30,11,4
Delhi,2024-11-18,293,190,272,33,26,3
Delhi,2024-11-19,291,158,236,48,23,2
Delhi,2024-11-20,240,130,105,52,27,1
Delhi,2024-11-21,259,106,298,49,17,1
Delhi,2024-11-22,275,96,255,50,13,1
Delhi,2024-11-23,249,177,389,31,39,2
Delhi,2024-11-24,265,163,253,50,7,3
Delhi,2024-11-25,255,232,248,60,23,0
Delhi,2024-11-26,245,181,245,47,36,2
Delhi,2024-11-27,286,244,314,86,13,1
Delhi,2024-11-28,274,224,317,34,14,4
Delhi,2024-11-29,261,124,239,85,35,4
Delhi,2024-11-30,245,93,123,46,38,1
Delhi,2024-12-01,295,262,277,48,37,4
Delhi,2024-12-02,277,115,310,85,21,0
Delhi,2024-12-03,265,285,85,93,32,3
Delhi,2024-12-04,273,181,380,74,27,3
Delhi,2024-12-05,276,139,100,79,41,3
Delhi,2024-12-06,289,213,240,43,14,1
Delhi,2024-12-07,251,209,396,86,26,2
Delhi,2024-12-08,247,282,244,66,33,0
Delhi,2024-12-09,292,134,250,81,27,0
Delhi,2024-12-10,287,259,195,81,37,1
Delhi,2024-12-11,275,123,399,88,27,3
Delhi,2024-12-12,271,193,337,55,44,1
Delhi,2024-12-13,298,133,170,72,15,1
Delhi,2024-12-14,295,82,166,49,25,4
Delhi,2024-12-15,277,128,187,54,40,4
Delhi,2024-12-16,260,80,100,24,14,1
Delhi,2024-12-17,285,162,275,20,32,2
Delhi,2024-12-18,278,115,94,54,42,1
Delhi,2024-12-19,284,55,390,21,37,2
Delhi,2024-12-20,287,147,90,79,44,3
Delhi,2024-12-21,297,136,219,25,44,2
Delhi,2024-12-22,297,270,164,59,12,2
Delhi,2024-12-23,295,125,361,71,7,0
Delhi,2024-12-24,243,81,328,53,6,3
Delhi,2024-12-25,264,279,270,57,47,3
Delhi,2024-12-26,291,124,134,28,11,0
Delhi,2024-12-27,279,119,268,34,34,3
